antecedents,consequents,support,confidence,lift
"frozenset({'fresh vegetables', 'canned jarred vegetables'})",frozenset({'canned meals beans'}),0.016699567838659765,0.2866300366300366,3.845602560169489
frozenset({'canned meals beans'}),"frozenset({'fresh vegetables', 'canned jarred vegetables'})",0.016699567838659765,0.22405153901216893,3.845602560169489
"frozenset({'canned meals beans', 'fresh fruits'})",frozenset({'canned jarred vegetables'}),0.014832204022835192,0.2898852971845673,3.8155337957376014
frozenset({'canned jarred vegetables'}),frozenset({'canned meals beans'}),0.019900762951501894,0.261938202247191,3.514321921774589
frozenset({'canned meals beans'}),frozenset({'canned jarred vegetables'}),0.019900762951501894,0.26700071581961343,3.5143219217745885
"frozenset({'fresh fruits', 'canned jarred vegetables'})","frozenset({'fresh vegetables', 'soup broth bouillon'})",0.010403884116736916,0.20207253886010362,3.506894070236039
"frozenset({'fresh vegetables', 'yogurt', 'bread'})","frozenset({'packaged vegetables fruits', 'milk', 'fresh fruits'})",0.01275142719948781,0.3144736842105263,3.373886813484771
"frozenset({'fresh vegetables', 'yogurt', 'chips pretzels'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.010884063383663234,0.31240428790199076,3.321266913299497
"frozenset({'packaged cheese', 'fresh vegetables', 'bread'})","frozenset({'packaged vegetables fruits', 'milk', 'fresh fruits'})",0.011577655658112362,0.3022284122562674,3.2425112369314366
"frozenset({'fresh vegetables', 'yogurt', 'bread'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.012271247932561489,0.30263157894736836,3.217370212257814
"frozenset({'fresh vegetables', 'milk', 'bread'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.011577655658112362,0.3022284122562674,3.2130840220755643
"frozenset({'fresh vegetables', 'soup broth bouillon', 'fresh fruits'})",frozenset({'canned jarred vegetables'}),0.010403884116736916,0.24253731343283585,3.1923292596008723
"frozenset({'fresh fruits', 'fresh vegetables', 'yogurt', 'bread'})","frozenset({'packaged vegetables fruits', 'milk'})",0.01275142719948781,0.3665644171779141,3.1896550005411535
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'milk'})","frozenset({'fresh vegetables', 'fresh fruits', 'bread'})",0.011577655658112362,0.24659090909090908,3.1874851097178682
"frozenset({'packaged cheese', 'fresh vegetables', 'milk'})","frozenset({'packaged vegetables fruits', 'fresh fruits', 'bread'})",0.011577655658112362,0.2123287671232877,3.1710582328221366
"frozenset({'fresh vegetables', 'spices seasonings'})",frozenset({'fresh herbs'}),0.011844421917515873,0.3045267489711934,3.1604345824845397
"frozenset({'packaged cheese', 'fresh vegetables', 'yogurt'})","frozenset({'packaged vegetables fruits', 'milk', 'fresh fruits'})",0.017659926372512406,0.29370008873114467,3.1510136022254405
"frozenset({'packaged vegetables fruits', 'crackers'})","frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})",0.012964840207010617,0.23500967117988394,3.1507770149675
"frozenset({'fresh vegetables', 'soup broth bouillon'})",frozenset({'canned jarred vegetables'}),0.01376513898522115,0.2388888888888889,3.1443078963795257
"frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits', 'bread'})","frozenset({'packaged vegetables fruits', 'milk'})",0.011577655658112362,0.3610648918469218,3.141800960021753
"frozenset({'fresh vegetables', 'lunch meat', 'milk'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.010190471109214106,0.42444444444444446,3.140687809799535
"frozenset({'fresh vegetables', 'yogurt', 'chips pretzels'})","frozenset({'packaged vegetables fruits', 'milk', 'fresh fruits'})",0.010137117857333405,0.29096477794793263,3.121667334332056
"frozenset({'fresh vegetables', 'lunch meat', 'yogurt'})","frozenset({'packaged vegetables fruits', 'milk'})",0.010190471109214106,0.3583489681050656,3.1181683886691016
"frozenset({'packaged vegetables fruits', 'canned jarred vegetables'})","frozenset({'fresh vegetables', 'fresh herbs'})",0.01029717761297551,0.2566489361702127,3.113508744749707
"frozenset({'fresh herbs', 'yogurt'})","frozenset({'fresh vegetables', 'milk', 'fresh fruits'})",0.010350530864856213,0.3409490333919156,3.111201427879588
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'canned jarred vegetables'})",frozenset({'fresh herbs'}),0.01029717761297551,0.29968944099378875,3.1102321110446196
"frozenset({'packaged cheese', 'fresh fruits', 'bread'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'milk'})",0.011577655658112362,0.24971231300345223,3.0975234166933854
"frozenset({'fresh vegetables', 'milk', 'chips pretzels'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.010137117857333405,0.34420289855072467,3.092710895271444
"frozenset({'packaged vegetables fruits', 'crackers', 'fresh fruits'})","frozenset({'packaged cheese', 'yogurt'})",0.012964840207010617,0.29032258064516125,3.091770527859237
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'soy lactosefree'})","frozenset({'fresh fruits', 'fresh vegetables', 'yogurt'})",0.010990769887424638,0.39015151515151514,3.0907057685903836
"frozenset({'spices seasonings', 'fresh fruits'})",frozenset({'fresh herbs'}),0.010350530864856213,0.29754601226993865,3.087987213718417
"frozenset({'packaged vegetables fruits', 'yogurt', 'bread'})","frozenset({'fresh vegetables', 'milk', 'fresh fruits'})",0.01275142719948781,0.3375706214689266,3.080373007883199
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'bread'})","frozenset({'packaged cheese', 'milk', 'fresh fruits'})",0.011577655658112362,0.2033739456419869,3.0790289686330863
"frozenset({'fresh vegetables', 'fresh fruits', 'canned jarred vegetables'})",frozenset({'fresh herbs'}),0.01280478045136851,0.29666254635352285,3.0788184420288367
"frozenset({'soy lactosefree', 'fresh vegetables', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.010990769887424638,0.28892005610098176,3.0715987586504263
"frozenset({'packaged cheese', 'soy lactosefree', 'fresh fruits'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'yogurt'})",0.010990769887424638,0.288515406162465,3.0638211091802163
"frozenset({'fresh vegetables', 'crackers', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.010403884116736916,0.3693181818181818,3.057478216350787
"frozenset({'fresh vegetables', 'milk', 'yogurt'})","frozenset({'packaged vegetables fruits', 'fresh fruits', 'bread'})",0.01275142719948781,0.2046232876712329,3.0559795066310107
"frozenset({'packaged vegetables fruits', 'lunch meat', 'milk'})","frozenset({'fresh vegetables', 'yogurt'})",0.010190471109214106,0.4716049382716049,3.0522414910306255
"frozenset({'packaged cheese', 'fresh vegetables', 'yogurt'})","frozenset({'packaged vegetables fruits', 'fresh fruits', 'bread'})",0.012271247932561489,0.20408163265306123,3.047890072363607
"frozenset({'fresh fruits', 'yogurt', 'bread'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'milk'})",0.01275142719948781,0.24563206577595068,3.0469105286820937
"frozenset({'packaged vegetables fruits', 'pasta sauce'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.01152430240623166,0.3390894819466248,3.046766136205939
"frozenset({'fresh dips tapenades', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.011417595902470256,0.28647925033467203,3.045649795248303
"frozenset({'packaged vegetables fruits', 'milk', 'chips pretzels'})","frozenset({'fresh fruits', 'fresh vegetables', 'yogurt'})",0.010137117857333405,0.3830645161290323,3.034563916232651
"frozenset({'fresh vegetables', 'milk', 'fresh fruits', 'chips pretzels'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.010137117857333405,0.40948275862068967,3.029978422750725
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits', 'soy lactosefree'})","frozenset({'fresh vegetables', 'yogurt'})",0.010990769887424638,0.4671201814058957,3.023216008318613
"frozenset({'fresh fruits', 'canned jarred vegetables'})","frozenset({'fresh vegetables', 'fresh herbs'})",0.01280478045136851,0.24870466321243523,3.0171336586347404
"frozenset({'packaged vegetables fruits', 'crackers', 'yogurt'})","frozenset({'packaged cheese', 'fresh fruits'})",0.012964840207010617,0.49290060851926976,3.0131885536453598
"frozenset({'fresh vegetables', 'milk', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.017659926372512406,0.28339041095890416,3.0128113854808514
"frozenset({'packaged cheese', 'fresh dips tapenades', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.011417595902470256,0.4068441064638783,3.0104536468426653
"frozenset({'fresh fruits', 'fresh vegetables', 'yogurt', 'chips pretzels'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.010884063383663234,0.36363636363636365,3.0104400899453903
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'chips pretzels'})","frozenset({'fresh dips tapenades', 'fresh fruits'})",0.010830710131782531,0.21734475374732332,2.990963817537504
"frozenset({'fresh vegetables', 'milk', 'bread'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.01275142719948781,0.3328690807799443,2.990874966950382
"frozenset({'packaged vegetables fruits', 'milk', 'bread'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.011577655658112362,0.3328220858895705,2.990452711327047
"frozenset({'fresh vegetables', 'yogurt', 'bread'})","frozenset({'packaged vegetables fruits', 'milk'})",0.013925198740863256,0.34342105263157896,2.9882733470165666
"frozenset({'packaged vegetables fruits', 'milk', 'yogurt'})","frozenset({'fresh vegetables', 'fresh fruits', 'bread'})",0.01275142719948781,0.23091787439613526,2.9848922205563886
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'yogurt'})","frozenset({'fresh vegetables', 'milk', 'fresh fruits'})",0.017659926372512406,0.32707509881422925,2.9846000862098823
"frozenset({'fresh vegetables', 'crackers'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.01701968734994398,0.2805628847845207,2.9827510774340733
"frozenset({'eggs', 'milk', 'fresh fruits'})","frozenset({'fresh vegetables', 'bread'})",0.010457237368617617,0.2895125553914328,2.98150210203386
"frozenset({'fresh vegetables', 'lunch meat', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'bread'})",0.012431307688203596,0.24682203389830507,2.9807895498427395
"frozenset({'fresh vegetables', 'canned jarred vegetables'})","frozenset({'fresh herbs', 'fresh fruits'})",0.01280478045136851,0.21978021978021978,2.9807095943130673
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'milk'})","frozenset({'fresh fruits', 'fresh vegetables', 'yogurt'})",0.017659926372512406,0.37613636363636366,2.979680415738108
"frozenset({'packaged cheese', 'fresh vegetables', 'soy lactosefree'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.010990769887424638,0.33118971061093244,2.9757855925123233
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'milk', 'fresh fruits'})","frozenset({'fresh vegetables', 'bread'})",0.011577655658112362,0.28894806924101196,2.975688825156202
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'bread'})","frozenset({'fresh vegetables', 'milk', 'fresh fruits'})",0.011577655658112362,0.32533733133433285,2.9687427464456673
"frozenset({'fresh fruits', 'fresh dips tapenades', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.011417595902470256,0.3584589614740369,2.9675778776094845
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'yogurt'})","frozenset({'crackers', 'fresh fruits'})",0.012964840207010617,0.24011857707509882,2.966738622358983
"frozenset({'packaged vegetables fruits', 'pasta sauce', 'fresh fruits'})","frozenset({'packaged cheese', 'fresh vegetables'})",0.01152430240623166,0.4277227722772277,2.9658926824979943
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'yogurt'})","frozenset({'fresh vegetables', 'fresh fruits', 'chips pretzels'})",0.010884063383663234,0.2015810276679842,2.965646155087149
"frozenset({'packaged cheese', 'fresh vegetables', 'milk', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'bread'})",0.011577655658112362,0.24547511312217196,2.964523225031488
"frozenset({'crackers', 'chips pretzels'})",frozenset({'energy granola bars'}),0.010030411353572001,0.2748538011695907,2.9640879144543373
"frozenset({'fresh vegetables', 'lunch meat', 'milk'})","frozenset({'packaged cheese', 'fresh fruits'})",0.011631008909993064,0.48444444444444446,2.9614945277958977
"frozenset({'fresh vegetables', 'lunch meat', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.010137117857333405,0.35647279549718575,2.9511349849839896
"frozenset({'fresh fruits', 'fresh vegetables', 'yogurt', 'chips pretzels'})","frozenset({'packaged vegetables fruits', 'milk'})",0.010137117857333405,0.33868092691622104,2.9470272113234595
"frozenset({'packaged vegetables fruits', 'lunch meat', 'milk'})","frozenset({'packaged cheese', 'fresh fruits'})",0.010403884116736916,0.48148148148148145,2.943381411417941
"frozenset({'fresh vegetables', 'soup broth bouillon', 'fresh fruits'})",frozenset({'fresh herbs'}),0.012164541428800085,0.2835820895522388,2.943067056742864
"frozenset({'milk', 'fresh fruits', 'other creams cheeses'})","frozenset({'packaged cheese', 'fresh vegetables'})",0.010083764605452702,0.42376681614349776,2.9384615001766843
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'yogurt'})","frozenset({'fresh vegetables', 'fresh fruits', 'bread'})",0.012271247932561489,0.22727272727272727,2.9377742946708465
"frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'milk'})",0.017659926372512406,0.23676680972818312,2.9369426305329824
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'milk'})","frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})",0.017659926372512406,0.21906022501654535,2.9369426305329824
"frozenset({'lunch meat', 'milk'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.010403884116736916,0.27620396600566577,2.9364100594691966
"frozenset({'fresh vegetables', 'crackers', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'bread'})",0.012004481673157978,0.24298056155507558,2.9343973358419984
"frozenset({'fresh vegetables', 'lunch meat'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.017553219868751,0.276006711409396,2.9343129846547416
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'chips pretzels'})","frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})",0.010884063383663234,0.21841541755888652,2.9282976904908513
"frozenset({'fresh fruits', 'fresh herbs', 'yogurt'})","frozenset({'fresh vegetables', 'milk'})",0.010350530864856213,0.39672801635991817,2.927509138044861
"frozenset({'fresh vegetables', 'milk', 'other creams cheeses'})","frozenset({'packaged cheese', 'fresh fruits'})",0.010083764605452702,0.4784810126582278,2.925039015085833
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'crackers'})","frozenset({'packaged cheese', 'yogurt'})",0.010403884116736916,0.2746478873239437,2.9248439500640204
"frozenset({'fresh fruits', 'yogurt', 'bread'})","frozenset({'packaged cheese', 'milk'})",0.01301819345889132,0.25077081192189105,2.92482721085999
"frozenset({'fresh vegetables', 'milk', 'fresh fruits', 'bread'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.011577655658112362,0.3528455284552846,2.9211058921543285
"frozenset({'packaged vegetables fruits', 'milk', 'fresh fruits', 'chips pretzels'})","frozenset({'fresh vegetables', 'yogurt'})",0.010137117857333405,0.45130641330166277,2.9208688206191527
"frozenset({'fresh vegetables', 'fresh dips tapenades', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'chips pretzels'})",0.010830710131782531,0.2211328976034858,2.920855461439136
"frozenset({'fresh fruits', 'fresh vegetables', 'yogurt', 'bread'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.012271247932561489,0.352760736196319,2.9204039216111335
"frozenset({'canned meals beans', 'packaged vegetables fruits'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.012431307688203596,0.32496513249651326,2.919856892800646
"frozenset({'packaged vegetables fruits', 'yogurt', 'bread'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.012271247932561489,0.3248587570621469,2.9189010947343332
"frozenset({'milk', 'frozen produce'})","frozenset({'packaged cheese', 'yogurt'})",0.010457237368617617,0.2737430167597765,2.9152075926866425
"frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits', 'yogurt'})","frozenset({'packaged vegetables fruits', 'milk'})",0.017659926372512406,0.3350202429149798,2.915173822170597
"frozenset({'pasta sauce', 'fresh fruits'})","frozenset({'packaged cheese', 'fresh vegetables', 'packaged vegetables fruits'})",0.01152430240623166,0.25204200700116686,2.912468148719402
"frozenset({'packaged cheese', 'fresh vegetables', 'milk'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.017659926372512406,0.3238747553816047,2.910059702836729
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'yogurt'})","frozenset({'fresh dips tapenades', 'fresh fruits'})",0.011417595902470256,0.21146245059288538,2.9100152066537817
"frozenset({'packaged vegetables fruits', 'yogurt', 'chips pretzels'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.010884063383663234,0.3238095238095238,2.9094735880929554
"frozenset({'fresh herbs', 'milk'})","frozenset({'fresh fruits', 'fresh vegetables', 'yogurt'})",0.010350530864856213,0.3667296786389414,2.9051624542390866
"frozenset({'packaged vegetables fruits', 'milk', 'bread'})","frozenset({'fresh fruits', 'fresh vegetables', 'yogurt'})",0.01275142719948781,0.3665644171779141,2.903853284516333
"frozenset({'fresh vegetables', 'pasta sauce', 'fresh fruits'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.01152430240623166,0.35064935064935066,2.9029243724473406
"frozenset({'fresh fruits', 'crackers', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.012964840207010617,0.3506493506493506,2.90292437244734
"frozenset({'packaged cheese', 'frozen produce', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.012644720695726405,0.3917355371900827,2.8986573918490803
"frozenset({'lunch meat', 'milk', 'fresh fruits'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.010403884116736916,0.3500897666068223,2.8982917383002076
"frozenset({'lunch meat', 'milk'})","frozenset({'packaged cheese', 'yogurt'})",0.010243824361094809,0.2719546742209632,2.896162760751996
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'bread'})","frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})",0.012271247932561489,0.2155576382380506,2.8899834145177272
"frozenset({'lunch meat', 'yogurt'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'milk'})",0.010190471109214106,0.23264311814859923,2.88579084279232
"frozenset({'fresh vegetables', 'lunch meat', 'fresh fruits'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.017553219868751,0.3485169491525424,2.88527083832425
"frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt', 'bread'})","frozenset({'fresh vegetables', 'milk'})",0.01275142719948781,0.39052287581699346,2.8817205753692554
"frozenset({'packaged cheese', 'fresh vegetables', 'soy lactosefree', 'fresh fruits'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.010990769887424638,0.389413988657845,2.881479032536119
"frozenset({'packaged vegetables fruits', 'other creams cheeses'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.013978551992743957,0.32068543451652387,2.8814032114780472
"frozenset({'packaged vegetables fruits', 'fresh fruits', 'other creams cheeses'})","frozenset({'packaged cheese', 'fresh vegetables'})",0.013978551992743957,0.41521394611727414,2.879154640057739
"frozenset({'packaged cheese', 'fresh vegetables', 'bread'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.012271247932561489,0.3203342618384401,2.8782478761447186
"frozenset({'fresh vegetables', 'crackers'})","frozenset({'packaged cheese', 'fresh fruits', 'yogurt'})",0.01301819345889132,0.21459982409850487,2.8771419907569933
"frozenset({'fresh vegetables', 'milk', 'fresh fruits', 'bread'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.01275142719948781,0.38861788617886184,2.875588251342443
"frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits', 'chips pretzels'})","frozenset({'packaged vegetables fruits', 'yogurt'})",0.010884063383663234,0.38857142857142857,2.8752444870565674
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits', 'bread'})","frozenset({'fresh vegetables', 'milk'})",0.011577655658112362,0.3895870736086176,2.8748151656087875
"frozenset({'packaged vegetables fruits', 'milk', 'yogurt'})","frozenset({'packaged cheese', 'fresh vegetables', 'fresh fruits'})",0.017659926372512406,0.31980676328502416,2.8735082283083453
"frozenset({'packaged cheese', 'fresh vegetables', 'chips pretzels'})","frozenset({'fresh fruits', 'packaged vegetables fruits', 'yogurt'})",0.010884063383663234,0.31974921630094044,2.872991160656053
"frozenset({'lunch meat', 'milk'})","frozenset({'fresh vegetables', 'packaged vegetables fruits', 'yogurt'})",0.010190471109214106,0.2705382436260623,2.8729168840131933
"frozenset({'energy granola bars', 'chips pretzels'})",frozenset({'crackers'}),0.010030411353572001,0.34944237918215615,2.871371553271001
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'milk'})","frozenset({'lunch meat', 'fresh fruits'})",0.010403884116736916,0.2215909090909091,2.8682861941235562
"frozenset({'fresh vegetables', 'packaged vegetables fruits', 'yogurt', 'chips pretzels'})","frozenset({'packaged cheese', 'fresh fruits'})",0.010884063383663234,0.46896551724137925,2.8668691094765726
"frozenset({'packaged vegetables fruits', 'lunch meat', 'yogurt'})","frozenset({'fresh vegetables', 'milk'})",0.010190471109214106,0.3882113821138211,2.864663753921004
"frozenset({'fresh vegetables', 'soup broth bouillon'})","frozenset({'fresh herbs', 'fresh fruits'})",0.012164541428800085,0.2111111111111111,2.863137160315163
"frozenset({'canned meals beans', 'fresh vegetables'})","frozenset({'fresh herbs', 'fresh fruits'})",0.011097476391186042,0.21095334685598374,2.860997525413678
"frozenset({'packaged vegetables fruits', 'canned jarred vegetables'})",frozenset({'fresh herbs'}),0.011044123139305341,0.2752659574468085,2.8567607089842366
"frozenset({'packaged cheese', 'packaged vegetables fruits', 'milk', 'fresh fruits'})","frozenset({'fresh vegetables', 'yogurt'})",0.017659926372512406,0.440745672436751,2.8525193848349533
"frozenset({'packaged cheese', 'fresh fruits', 'other creams cheeses'})","frozenset({'fresh vegetables', 'milk'})",0.010083764605452702,0.38650306748466257,2.852057871600406
"frozenset({'fresh vegetables', 'crackers', 'fresh fruits'})","frozenset({'packaged cheese', 'packaged vegetables fruits'})",0.01701968734994398,0.3444924406047516,2.8519530981691075
"frozenset({'fresh vegetables', 'pasta sauce'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.01152430240623166,0.2679900744416873,2.849085629756407
"frozenset({'lunch meat', 'yogurt'})","frozenset({'packaged cheese', 'packaged vegetables fruits', 'fresh fruits'})",0.01173771541375447,0.2679658952496955,2.8488285732643464
"frozenset({'canned meals beans', 'fresh vegetables', 'fresh fruits'})",frozenset({'fresh herbs'}),0.011097476391186042,0.27440633245382584,2.8478393627807628
